Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F
9,Argentina,221,"Almonds, with shell",5312,Area harvested,ha,246,Im,248,Im,250,F,252,Im,254,Im,257,Im,260,F,270,F,283,Im,300,F,300,F,300,F,400,F,382,Im,347,Im
9,Argentina,221,"Almonds, with shell",5419,Yield,hg/ha,19237,Fc,19189,Fc,19200,Fc,19120,Fc,19093,Fc,19056,Fc,18846,Fc,18519,Fc,19010,Fc,19202,Fc,20667,Fc,20667,Fc,16250,Fc,17580,Fc,19006,Fc
9,Argentina,221,"Almonds, with shell",5510,Production,tonnes,473,Im,476,Im,480,F,482,Im,486,Im,489,Im,490,F,500,F,538,Im,576,Im,620,F,620,F,650,F,671,Im,660,Im
9,Argentina,711,"Anise, badian, fennel, coriander",5312,Area harvested,ha,3300,F,3327,Im,3350,F,3332,Im,3333,F,3317,Im,3350,F,3400,F,3347,Im,3340,Im,3338,Im,3333,Im,3200,F,3321,Im,3228,Im
9,Argentina,711,"Anise, badian, fennel, coriander",5419,Yield,hg/ha,7576,Fc,7705,Fc,7612,Fc,7725,Fc,7600,Fc,7763,Fc,7612,Fc,7647,Fc,7934,Fc,8086,Fc,8213,Fc,8346,Fc,9063,Fc,8589,Fc,8413,Fc
9,Argentina,711,"Anise, badian, fennel, coriander",5510,Production,tonnes,2500,F,2564,Im,2550,F,2574,Im,2533,F,2575,Im,2550,F,2600,F,2656,Im,2701,Im,2741,Im,2782,Im,2900,F,2852,Im,2716,Im
9,Argentina,515,Apples,5312,Area harvested,ha,46000,F,48000,F,50000,*,50000,*,40000,F,43712,Im,40125,Im,36109,Im,33864,Im,33435,Im,35576,Im,35818,Im,32125,Im,32805,Im,33508,Im
9,Argentina,515,Apples,5419,Yield,hg/ha,181157,Fc,297667,Fc,231366,Fc,261492,Fc,315610,Fc,275943,Fc,274146,Fc,276938,Fc,280537,Fc,284137,Fc,287736,Fc,291336,Fc,294935,Fc,298535,Fc,302134,Fc
9,Argentina,515,Apples,5510,Production,tonnes,833322,,1428802,,1156830,,1307460,,1262440,,1206210,,1100000,F,1000000,F,950000,F,950000,F,1023657,Im,1043512,,947486,,979332,Im,1012390,Im
9,Argentina,526,Apricots,5312,Area harvested,ha,2200,F,2150,F,2200,F,2249,Im,2275,Im,2310,Im,2300,F,2400,F,2503,Im,2453,Im,2445,Im,2451,Im,2458,Im,2465,Im,2472,Im
9,Argentina,526,Apricots,5419,Yield,hg/ha,110341,Fc,114828,Fc,113636,Fc,112502,Fc,111670,Fc,110631,Fc,109565,Fc,106250,Fc,104865,Fc,108292,Fc,108025,Fc,108329,Fc,108632,Fc,108936,Fc,109240,Fc
9,Argentina,526,Apricots,5510,Production,tonnes,24275,,24688,,25000,F,25298,Im,25404,Im,25557,Im,25200,F,25500,F,26247,Im,26567,Im,26408,Im,26556,Im,26704,Im,26852,Im,27000,Im
9,Argentina,366,Artichokes,5312,Area harvested,ha,4354,Im,4422,Im,4600,F,4700,F,4600,F,4664,Im,4701,Im,4700,F,4637,Im,4561,Im,4478,Im,4393,Im,4000,F,4238,Im,4748,Im
9,Argentina,366,Artichokes,5419,Yield,hg/ha,192343,Fc,192291,Fc,186957,Fc,187234,Fc,193602,Fc,194551,Fc,195851,Fc,191489,Fc,205098,Fc,212427,Fc,220402,Fc,228845,Fc,265000,Fc,245713,Fc,221664,Fc
9,Argentina,366,Artichokes,5510,Production,tonnes,83737,Im,85034,Im,86000,F,88000,F,89057,Im,90735,Im,92074,Im,90000,F,95106,Im,96890,Im,98691,Im,100523,Im,106000,F,104135,Im,105236,Im
9,Argentina,367,Asparagus,5312,Area harvested,ha,1666,Im,1711,Im,1800,F,1850,F,1783,F,1866,Im,1790,F,1800,F,1998,Im,2119,Im,2224,Im,2335,Im,2650,F,2551,Im,2495,Im
9,Argentina,367,Asparagus,5419,Yield,hg/ha,39407,Fc,39180,Fc,38333,Fc,37838,Fc,38862,Fc,39130,Fc,39665,Fc,40000,Fc,39582,Fc,39566,Fc,39536,Fc,39495,Fc,39623,Fc,39428,Fc,39432,Fc
9,Argentina,367,Asparagus,5510,Production,tonnes,6565,Im,6702,Im,6900,F,7000,F,6929,Im,7302,Im,7100,F,7200,F,7910,Im,8385,Im,8792,Im,9221,Im,10500,F,10057,Im,9837,Im
9,Argentina,572,Avocados,5312,Area harvested,ha,528,Im,537,Im,550,F,542,Im,533,F,541,Im,550,F,570,F,540,Im,548,Im,559,Im,568,Im,580,F,581,Im,579,Im
9,Argentina,572,Avocados,5419,Yield,hg/ha,64249,Fc,63992,Fc,63636,Fc,64239,Fc,64409,Fc,64220,Fc,62727,Fc,63158,Fc,64786,Fc,65651,Fc,66516,Fc,67431,Fc,70690,Fc,69176,Fc,66925,Fc
9,Argentina,572,Avocados,5510,Production,tonnes,3395,Im,3435,Im,3500,F,3484,Im,3433,F,3474,Im,3450,F,3600,F,3500,*,3600,F,3722,Im,3827,Im,4100,F,4021,Im,3877,Im
9,Argentina,486,Bananas,5312,Area harvested,ha,8500,,8427,Im,8600,F,8491,Im,8465,Im,8500,F,8600,F,8700,F,8623,Im,8144,Im,8121,Im,8366,Im,8373,Im,8374,Im,8374,Im
9,Argentina,486,Bananas,5419,Yield,hg/ha,205882,Fc,208357,Fc,209302,Fc,207975,Fc,208162,Fc,208324,Fc,210465,Fc,209195,Fc,208735,Fc,208744,Fc,208834,Fc,208949,Fc,209064,Fc,209180,Fc,209295,Fc
9,Argentina,486,Bananas,5510,Production,tonnes,175000,,175580,Im,180000,F,176600,Im,176211,Im,177076,Im,181000,F,182000,F,180000,F,170000,F,169594,Im,174809,Im,175060,Im,175163,Im,175267,Im
9,Argentina,44,Barley,5312,Area harvested,ha,247830,,246490,,250760,,334348,,275307,,267450,,337592,,416325,,570125,,502640,,746435,,1121278,,1694545,,1203306,,888873,
9,Argentina,44,Barley,5419,Yield,hg/ha,29153,Fc,21504,Fc,21927,Fc,30072,Fc,32495,Fc,29891,Fc,37574,Fc,35417,Fc,29500,Fc,26974,Fc,39710,Fc,36439,Fc,30440,Fc,39102,Fc,32642,Fc
9,Argentina,44,Barley,5510,Production,tonnes,722490,,530045,,549830,,1005460,,894610,,799423,,1268465,,1474510,,1681880,,1355801,,2964075,,4085770,,5158180,,4705160,,2901492,
9,Argentina,44,Barley,5525,Seed,tonnes,30800,F,31700,F,40500,F,33000,F,32500,F,40303,Fc,48391,Fc,64815,Fc,59937,Fc,83096,Fc,128385,Fc,128385,Fc,128385,Fc,,M,,
9,Argentina,176,"Beans, dry",5312,Area harvested,ha,276170,,257050,,256750,,185400,,120525,,142660,,235090,,251190,,254940,,276670,,268105,,272745,,299963,,144540,,350150,
9,Argentina,176,"Beans, dry",5419,Yield,hg/ha,10760,Fc,10231,Fc,10832,Fc,11626,Fc,12552,Fc,11864,Fc,13730,Fc,13068,Fc,13210,Fc,11313,Fc,12611,Fc,12201,Fc,12040,Fc,6649,Fc,12276,Fc
9,Argentina,176,"Beans, dry",5510,Production,tonnes,297157,,262985,,278100,,215550,,151278,,169257,,322775,,328249,,336779,,312998,,338120,,332782,,361153,,96109,,429832,
9,Argentina,176,"Beans, dry",5525,Seed,tonnes,19240,Fc,18382,Fc,14429,Fc,9366,Fc,10192,Fc,16472,Fc,17590,Fc,17858,Fc,19528,Fc,18787,Fc,19100,Fc,19100,Fc,19100,Fc,19100,Fc,,
9,Argentina,414,"Beans, green",5312,Area harvested,ha,600,F,633,Im,650,F,643,Im,633,F,633,Im,650,F,700,F,757,Im,817,Im,882,Im,949,Im,1050,F,1148,Im,898,Im
9,Argentina,414,"Beans, green",5419,Yield,hg/ha,66667,Fc,64508,Fc,63077,Fc,63491,Fc,64398,Fc,64772,Fc,63846,Fc,60000,Fc,55202,Fc,50397,Fc,45374,Fc,40203,Fc,34286,Fc,29651,Fc,45003,Fc
9,Argentina,414,"Beans, green",5510,Production,tonnes,4000,F,4083,Im,4100,F,4080,Im,4076,Im,4100,Im,4150,F,4200,F,4181,Im,4118,Im,4000,F,3817,Im,3600,F,3403,Im,4040,Im
9,Argentina,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,1550,F,1600,F,1600,F,1650,F,1650,F,1650,F,1660,F,1700,F,1700,F,1725,Im,1750,F,1766,Im,1800,F,1800,F,1803,Im
9,Argentina,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,90323,Fc,90625,Fc,90625,Fc,90909,Fc,90909,Fc,90909,Fc,91566,Fc,91176,Fc,91176,Fc,90749,Fc,90205,Fc,89804,Fc,88889,Fc,88889,Fc,88975,Fc
9,Argentina,181,"Broad beans, horse beans, dry",5510,Production,tonnes,14000,F,14500,F,14500,F,15000,F,15000,F,15000,F,15200,F,15500,F,15500,F,15652,Im,15786,Im,15862,Im,16000,F,16000,F,16041,Im
9,Argentina,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,238,Fc,238,Fc,245,Fc,245,Fc,245,Fc,245,Fc,245,Fc,245,Fc,266,Fc,252,Fc,252,Fc,252,Fc,252,Fc,252,Fc,,
9,Argentina,101,Canary seed,5312,Area harvested,ha,23415,,19825,,15575,,18460,,16125,,15395,,13260,,10215,,11065,,10480,,16685,,14270,,13940,,28270,,24235,
9,Argentina,101,Canary seed,5419,Yield,hg/ha,9488,Fc,9712,Fc,10697,Fc,9868,Fc,10825,Fc,10719,Fc,11089,Fc,8742,Fc,9058,Fc,9316,Fc,16433,Fc,16314,Fc,13059,Fc,18737,Fc,13063,Fc
9,Argentina,101,Canary seed,5510,Production,tonnes,22217,,19255,,16660,,18216,,17456,,16502,,14704,,8930,,10023,,9763,,27419,,23280,,18204,,52970,,31657,
9,Argentina,101,Canary seed,5525,Seed,tonnes,602,Fc,478,Fc,573,Fc,489,Fc,466,Fc,400,Fc,336,Fc,338,Fc,332,Fc,510,Fc,432,Fc,432,Fc,432,Fc,432,Fc,,
9,Argentina,426,Carrots and turnips,5312,Area harvested,ha,8500,F,9000,F,9500,F,8878,Im,9023,Im,9179,Im,9600,F,9700,F,9660,Im,10020,Im,10279,Im,10497,Im,10722,Im,10956,Im,11197,Im
9,Argentina,426,Carrots and turnips,5419,Yield,hg/ha,260931,Fc,313937,Fc,263158,Fc,259074,Fc,258668,Fc,254905,Fc,239688,Fc,238144,Fc,245124,Fc,241617,Fc,234796,Fc,230862,Fc,226928,Fc,222994,Fc,219060,Fc
9,Argentina,426,Carrots and turnips,5510,Production,tonnes,221791,,282543,,250000,F,230000,F,233391,Im,233969,Im,230100,F,231000,F,236798,Im,242102,Im,241345,Im,242332,Im,243318,Im,244305,Im,245291,Im
9,Argentina,125,Cassava,5312,Area harvested,ha,17000,F,16500,F,16500,F,17000,F,17500,F,18000,F,17200,F,17500,F,17500,F,17700,F,18000,F,18500,F,18700,F,18500,F,18764,Im
9,Argentina,125,Cassava,5419,Yield,hg/ha,100000,Fc,100000,Fc,100000,Fc,100000,Fc,100000,Fc,100000,Fc,100000,Fc,100000,Fc,100000,Fc,101695,Fc,101000,Fc,100000,Fc,100000,Fc,99459,Fc,99631,Fc
9,Argentina,125,Cassava,5510,Production,tonnes,170000,F,165000,F,165000,F,170000,F,175000,F,180000,F,172000,F,175000,F,175000,F,180000,F,181800,F,185000,F,187000,F,184000,F,186944,Im
9,Argentina,265,Castor oil seed,5312,Area harvested,ha,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
9,Argentina,265,Castor oil seed,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Argentina,265,Castor oil seed,5510,Production,tonnes,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
9,Argentina,265,Castor oil seed,5525,Seed,tonnes,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,
9,Argentina,108,"Cereals, nes",5312,Area harvested,ha,20000,F,20000,F,22000,F,22000,F,22000,F,22000,F,22200,F,22500,F,22500,F,23000,F,26000,F,26000,F,37000,F,28000,F,27970,Im
9,Argentina,108,"Cereals, nes",5419,Yield,hg/ha,6500,Fc,6500,Fc,6818,Fc,6818,Fc,6818,Fc,6818,Fc,6847,Fc,6889,Fc,6889,Fc,6957,Fc,7299,Fc,6330,Fc,3986,Fc,6964,Fc,6358,Fc
9,Argentina,108,"Cereals, nes",5510,Production,tonnes,13000,F,13000,F,15000,F,15000,F,15000,F,15000,F,15200,F,15500,F,15500,F,16000,F,18978,,16459,,14750,,19500,F,17782,Im
9,Argentina,108,"Cereals, nes",5525,Seed,tonnes,220,Fc,242,Fc,242,Fc,242,Fc,242,Fc,242,Fc,248,Fc,248,Fc,253,Fc,286,Fc,286,Fc,286,Fc,286,Fc,286,Fc,,
9,Argentina,531,Cherries,5312,Area harvested,ha,1296,Im,1305,Im,1350,F,1328,Im,1333,F,1347,Im,1350,F,1400,F,1482,Im,1576,Im,1800,F,1782,Im,1800,F,2044,Im,1805,Im
9,Argentina,531,Cherries,5419,Yield,hg/ha,50183,Fc,50282,Fc,50370,Fc,50215,Fc,50263,Fc,50029,Fc,50000,Fc,48571,Fc,46565,Fc,44368,Fc,42052,Fc,39549,Fc,36111,Fc,34098,Fc,39504,Fc
9,Argentina,531,Cherries,5510,Production,tonnes,6503,Im,6561,Im,6800,F,6669,Im,6700,F,6740,Im,6750,F,6800,F,6903,Im,6992,Im,7569,Im,7050,Im,6500,F,6969,Im,7132,Im
9,Argentina,191,Chick peas,5312,Area harvested,ha,1300,F,1300,F,1300,F,1350,F,1400,F,1500,F,4500,F,4500,F,10500,F,18500,F,17500,F,55000,F,48000,F,50000,F,51574,Im
9,Argentina,191,Chick peas,5419,Yield,hg/ha,9231,Fc,10000,Fc,10000,Fc,10000,Fc,10000,Fc,10000,Fc,10000,Fc,10000,Fc,10000,Fc,10000,Fc,11143,Fc,10000,Fc,10833,Fc,10700,Fc,10569,Fc
9,Argentina,191,Chick peas,5510,Production,tonnes,1200,F,1300,F,1300,F,1350,F,1400,F,1500,F,4500,F,4500,F,10500,F,18500,F,19500,F,55000,F,52000,F,53500,F,54508,Im
9,Argentina,191,Chick peas,5525,Seed,tonnes,68,Fc,68,Fc,70,Fc,73,Fc,78,Fc,240,Fc,240,Fc,550,Fc,950,Fc,900,Fc,2750,Fc,2750,Fc,2750,Fc,2750,Fc,,
9,Argentina,689,"Chillies and peppers, dry",5312,Area harvested,ha,2903,Im,2966,Im,3100,F,3000,Im,3067,F,2997,Im,3100,F,3200,F,3000,Im,2932,Im,2881,Im,2829,Im,2500,F,2786,Im,2878,Im
9,Argentina,689,"Chillies and peppers, dry",5419,Yield,hg/ha,10679,Fc,10630,Fc,10323,Fc,10555,Fc,10326,Fc,10577,Fc,10323,Fc,10313,Fc,10676,Fc,10851,Fc,10988,Fc,11134,Fc,12000,Fc,11383,Fc,11104,Fc
9,Argentina,689,"Chillies and peppers, dry",5510,Production,tonnes,3100,F,3153,Im,3200,F,3167,Im,3167,F,3170,Im,3200,F,3300,F,3203,Im,3181,Im,3166,Im,3150,Im,3000,F,3171,Im,3196,Im
9,Argentina,401,"Chillies and peppers, green",5312,Area harvested,ha,8112,Im,8100,F,8200,F,8300,F,7524,Im,6920,Im,6300,F,6400,F,6584,Im,6712,Im,7094,Im,6859,Im,6744,Im,6702,Im,6662,Im
9,Argentina,401,"Chillies and peppers, green",5419,Yield,hg/ha,148229,Fc,150617,Fc,150000,Fc,150602,Fc,166864,Fc,182184,Fc,200000,Fc,198438,Fc,202061,Fc,208586,Fc,205105,Fc,208408,Fc,211710,Fc,215013,Fc,218316,Fc
9,Argentina,401,"Chillies and peppers, green",5510,Production,tonnes,120241,,122000,F,123000,F,125000,F,125546,Im,126071,Im,126000,F,127000,F,133042,Im,140000,F,145506,Im,142941,Im,142785,Im,144110,Im,145436,Im
9,Argentina,767,Cotton lint,5510,Production,tonnes,134000,*,167000,*,61800,,65000,*,112000,*,160000,*,145000,F,170000,F,166265,,135000,,248000,,340000,,234000,,190000,*,327000,F
9,Argentina,329,Cottonseed,5510,Production,tonnes,223000,*,257000,*,104000,,111000,*,190000,F,246400,F,229773,F,299960,F,271500,F,213700,F,414450,F,567898,F,389750,F,298650,F,520000,*
9,Argentina,329,Cottonseed,5525,Seed,tonnes,22600,Fc,9572,Fc,8701,Fc,14651,Fc,22353,Fc,17006,Fc,22200,Fc,17074,Fc,16424,Fc,26928,Fc,37930,Fc,34218,Fc,22586,Fc,22586,Fc,,
9,Argentina,821,Fibre crops nes,5312,Area harvested,ha,1400,F,1416,Im,1450,F,1446,Im,1442,Im,1442,Im,1443,Im,1443,Im,1442,Im,1458,Im,1500,Im,1540,Im,1590,F,1600,F,1658,Im
9,Argentina,821,Fibre crops nes,5419,Yield,hg/ha,10000,Fc,10055,Fc,10000,Fc,10061,Fc,10059,Fc,10054,Fc,10051,Fc,10050,Fc,10052,Fc,10057,Fc,10067,Fc,10082,Fc,10063,Fc,10313,Fc,10193,Fc
9,Argentina,821,Fibre crops nes,5510,Production,tonnes,1400,F,1424,Im,1450,F,1455,Im,1450,F,1450,F,1450,F,1450,F,1450,F,1467,Im,1510,Im,1553,Im,1600,F,1650,F,1690,Im
9,Argentina,569,Figs,5312,Area harvested,ha,268,Im,267,Im,260,F,265,Im,257,F,264,Im,260,F,270,F,275,Im,268,Im,268,Im,268,Im,270,F,268,Im,267,Im
9,Argentina,569,Figs,5419,Yield,hg/ha,33079,Fc,33283,Fc,34615,Fc,33421,Fc,33735,Fc,33212,Fc,33462,Fc,32593,Fc,32729,Fc,32696,Fc,32606,Fc,32521,Fc,31481,Fc,32384,Fc,32585,Fc
9,Argentina,569,Figs,5510,Production,tonnes,887,Im,888,Im,900,F,887,Im,867,F,875,Im,870,F,880,F,900,F,876,Im,874,Im,872,Im,850,F,868,Im,870,Im
9,Argentina,773,Flax fibre and tow,5312,Area harvested,ha,2724,Im,2725,Im,2733,Im,2742,Im,2751,Im,2764,Im,2800,F,2900,F,2898,Im,2948,Im,2990,Im,3045,Im,3000,F,3000,F,2900,F
9,Argentina,773,Flax fibre and tow,5419,Yield,hg/ha,7008,Fc,7036,Fc,7064,Fc,7103,Fc,7155,Fc,7208,Fc,7143,Fc,7241,Fc,7557,Fc,7736,Fc,7931,Fc,8138,Fc,8667,Fc,9000,Fc,8796,Fc
9,Argentina,773,Flax fibre and tow,5510,Production,tonnes,1909,Im,1917,Im,1930,Im,1947,Im,1968,Im,1992,Im,2000,F,2100,F,2190,Im,2280,Im,2371,Im,2478,Im,2600,F,2700,F,2551,Im
9,Argentina,406,Garlic,5312,Area harvested,ha,15500,F,13500,F,13000,F,14500,F,14000,F,11991,Im,15500,F,15600,F,15227,Im,15476,Im,15307,Im,15468,Im,15631,Im,15794,Im,15958,Im
9,Argentina,406,Garlic,5419,Yield,hg/ha,96249,Fc,99124,Fc,96329,Fc,100614,Fc,101954,Fc,97111,Fc,87423,Fc,89744,Fc,94958,Fc,95271,Fc,94556,Fc,94252,Fc,93948,Fc,93644,Fc,93340,Fc
9,Argentina,406,Garlic,5510,Production,tonnes,149186,,133818,,125228,,145891,,142735,,116441,,135505,,140000,F,144591,Im,147445,Im,144737,Im,145791,Im,146845,Im,147899,Im,148953,Im
9,Argentina,507,Grapefruit (inc. pomelos),5312,Area harvested,ha,11700,*,12000,*,12000,*,12000,*,12000,*,12500,F,11500,F,10500,F,14000,F,13500,F,7685,,6383,,6207,,8116,Im,8755,Im
9,Argentina,507,Grapefruit (inc. pomelos),5419,Yield,hg/ha,186244,Fc,166241,Fc,170626,Fc,153468,Fc,147675,Fc,218163,Fc,208696,Fc,209524,Fc,174068,Fc,175910,Fc,245699,Fc,270064,Fc,212979,Fc,201694,Fc,225877,Fc
9,Argentina,507,Grapefruit (inc. pomelos),5510,Production,tonnes,217905,,199489,,204751,,184162,,177210,,272704,,240000,*,220000,*,243695,,237479,,188820,,172382,,132196,,163694,Im,197761,Im
9,Argentina,560,Grapes,5312,Area harvested,ha,187740,,201971,,205919,,205721,*,206300,*,212030,*,216340,*,219070,*,226450,,228575,,217750,,218499,,221202,,223580,,226388,
9,Argentina,560,Grapes,5419,Yield,hg/ha,131025,Fc,122866,Fc,110781,Fc,113720,Fc,128501,Fc,133458,Fc,133167,Fc,141165,Fc,124606,Fc,95442,Fc,120306,Fc,132280,Fc,101456,Fc,128444,Fc,116398,Fc
9,Argentina,560,Grapes,5510,Production,tonnes,2459860,,2481530,*,2281190,*,2339460,*,2650972,*,2829711,*,2880927,*,3092509,,2821696,,2181567,,2619661,,2890296,,2244220,,2871749,,2635109,
9,Argentina,242,"Groundnuts, with shell",5312,Area harvested,ha,219260,,251060,,222370,,156426,,167473,,210820,,163677,,215060,,227389,,257430,,218828,,264568,,307166,,404022,,409312,
9,Argentina,242,"Groundnuts, with shell",5419,Yield,hg/ha,19137,Fc,15725,Fc,16275,Fc,14122,Fc,17492,Fc,21099,Fc,21220,Fc,27901,Fc,27501,Fc,23521,Fc,27923,Fc,26516,Fc,22324,Fc,25391,Fc,28485,Fc
9,Argentina,242,"Groundnuts, with shell",5510,Production,tonnes,419600,,394800,,361900,,220900,,292950,,444800,,347323,,600035,,625349,,605491,,611040,,701535,,685722,,1025857,,1165924,
9,Argentina,242,"Groundnuts, with shell",5525,Seed,tonnes,20197,Fc,17790,Fc,12586,Fc,13618,Fc,16887,Fc,13923,Fc,17253,Fc,18231,Fc,21154,Fc,17764,Fc,21168,Fc,21168,Fc,21168,Fc,21168,Fc,,
9,Argentina,677,Hops,5312,Area harvested,ha,250,F,250,F,240,F,246,Im,243,F,243,F,245,F,370,F,370,F,370,F,370,F,370,F,370,F,370,Im,380,Im
9,Argentina,677,Hops,5419,Yield,hg/ha,12000,Fc,12000,Fc,12083,Fc,12057,Fc,12058,Fc,12063,Fc,12041,Fc,12162,Fc,12162,Fc,12162,Fc,12162,Fc,12162,Fc,12162,Fc,12181,Fc,12199,Fc
9,Argentina,677,Hops,5510,Production,tonnes,300,F,300,F,290,F,297,Im,293,F,293,Im,295,F,450,F,450,F,450,F,450,F,450,F,450,F,451,Im,464,Im
9,Argentina,497,Lemons and limes,5312,Area harvested,ha,34000,*,40000,*,42000,*,44000,*,45000,*,52000,F,55000,F,55000,F,53000,F,50732,Im,43575,,48628,,46794,,41000,*,47582,Im
9,Argentina,497,Lemons and limes,5419,Yield,hg/ha,344558,Fc,304417,Fc,312683,Fc,280973,Fc,297811,Fc,288156,Fc,267273,Fc,254545,Fc,257017,Fc,280992,Fc,255508,Fc,361181,Fc,311166,Fc,298574,Fc,294651,Fc
9,Argentina,497,Lemons and limes,5510,Production,tonnes,1171498,,1217666,,1313270,,1236280,,1340150,,1498410,,1470000,*,1400000,*,1362190,,1425529,,1113375,,1756351,,1456069,,1224152,Im,1402011,Im
9,Argentina,201,Lentils,5312,Area harvested,ha,6000,F,3000,F,2000,F,1500,F,1500,F,1500,F,1600,F,1700,F,1700,F,1460,Im,1472,Im,1685,Im,1692,Im,1698,Im,1705,Im
9,Argentina,201,Lentils,5419,Yield,hg/ha,18167,Fc,6000,Fc,15000,Fc,16667,Fc,16667,Fc,16667,Fc,13438,Fc,13529,Fc,13529,Fc,14608,Fc,14998,Fc,14599,Fc,14543,Fc,14486,Fc,14430,Fc
9,Argentina,201,Lentils,5510,Production,tonnes,10900,,1800,,3000,,2500,F,2500,F,2500,F,2150,F,2300,F,2300,F,2133,Im,2208,Im,2460,Im,2460,Im,2460,Im,2460,Im
9,Argentina,201,Lentils,5525,Seed,tonnes,540,Fc,330,Fc,180,Fc,180,Fc,180,Fc,180,Fc,180,Fc,180,Fc,180,Fc,180,Fc,192,Fc,192,Fc,192,Fc,192,Fc,,
9,Argentina,333,Linseed,5312,Area harvested,ha,67875,,28135,,19540,,13800,,28800,,37180,,46690,,28400,,9450,,17370,,25600,,16630,,14600,,17900,,14700,
9,Argentina,333,Linseed,5419,Yield,hg/ha,6912,Fc,7926,Fc,7932,Fc,8152,Fc,10167,Fc,9710,Fc,11519,Fc,11995,Fc,10121,Fc,11229,Fc,12566,Fc,12862,Fc,11692,Fc,11413,Fc,11738,Fc
9,Argentina,333,Linseed,5510,Production,tonnes,46917,,22300,,15500,,11250,,29280,,36100,,53780,,34065,,9564,,19505,,32170,,21390,,17070,,20430,,17255,
9,Argentina,333,Linseed,5525,Seed,tonnes,565,Fc,398,Fc,276,Fc,577,Fc,744,Fc,941,Fc,583,Fc,189,Fc,348,Fc,770,Fc,515,Fc,333,Fc,292,Fc,292,Fc,,
9,Argentina,210,Lupins,5312,Area harvested,ha,80,F,80,F,90,F,90,F,87,F,87,F,90,F,90,F,90,F,94,Im,99,Im,102,Im,110,F,100,F,105,Im
9,Argentina,210,Lupins,5419,Yield,hg/ha,15000,Fc,15000,Fc,14444,Fc,14444,Fc,14943,Fc,14943,Fc,15000,Fc,16667,Fc,16667,Fc,15855,Fc,15420,Fc,15174,Fc,14545,Fc,15400,Fc,15269,Fc
9,Argentina,210,Lupins,5510,Production,tonnes,120,F,120,F,130,F,130,F,130,F,130,F,135,F,150,F,150,F,149,Im,153,Im,155,Im,160,F,154,F,161,Im
9,Argentina,56,Maize,5312,Area harvested,ha,3088715,,2815504,,2420124,,2322857,,2338602,,2783436,,2447166,,2838072,,3412155,,2353175,,2904035,,3747838,,3696300,,4863801,,4836655,
9,Argentina,56,Maize,5419,Yield,hg/ha,54329,Fc,54553,Fc,60791,Fc,64767,Fc,63931,Fc,73587,Fc,59030,Fc,76655,Fc,64525,Fc,55760,Fc,78040,Fc,63503,Fc,57346,Fc,66037,Fc,68409,Fc
9,Argentina,56,Maize,5510,Production,tonnes,16780650,,15359397,,14712079,,15044529,,14950825,,20482572,,14445538,,21755364,,22016926,,13121380,,22663095,,23799830,,21196637,,32119211,,33087165,
9,Argentina,56,Maize,5525,Seed,tonnes,80000,F,80000,F,75000,F,75000,F,75000,F,95000,F,105000,F,125000,F,90000,F,90000,F,180000,F,200000,F,262000,F,280000,F,,
9,Argentina,571,"Mangoes, mangosteens, guavas",5312,Area harvested,ha,234,Im,238,Im,250,F,242,Im,233,F,244,Im,250,F,270,F,265,Im,265,Im,265,Im,265,Im,270,F,268,Im,272,Im
9,Argentina,571,"Mangoes, mangosteens, guavas",5419,Yield,hg/ha,79571,Fc,79508,Fc,76000,Fc,79595,Fc,80129,Fc,80160,Fc,80000,Fc,81481,Fc,79875,Fc,79806,Fc,79745,Fc,79684,Fc,77778,Fc,79538,Fc,79289,Fc
9,Argentina,571,"Mangoes, mangosteens, guavas",5510,Production,tonnes,1866,Im,1891,Im,1900,F,1924,Im,1867,F,1956,Im,2000,F,2200,F,2117,Im,2113,Im,2114,Im,2114,Im,2100,F,2135,Im,2160,Im
9,Argentina,671,Maté,5312,Area harvested,ha,178000,,176400,,175100,,156050,,160950,,166100,,171500,F,168450,,173940,,175550,,204221,,178500,,178500,,178995,,175165,Im
9,Argentina,671,Maté,5419,Yield,hg/ha,16011,Fc,17574,Fc,16276,Fc,18263,Fc,15652,Fc,15965,Fc,16327,Fc,17216,Fc,13675,Fc,13016,Fc,12277,Fc,13748,Fc,14058,Fc,13484,Fc,13537,Fc
9,Argentina,671,Maté,5510,Production,tonnes,285000,,310000,,285000,,285000,,251922,,265181,,280000,F,290000,F,237858,,228499,,250723,,245399,,250928,,241365,,237114,Im
